grade,question,golden
5,问：红领巾公园内一条林荫大道全长800米，在它的一侧从头到尾等距离地放着41个垃圾桶，每两个垃圾桶之间相距多少米？答：林荫大道上的垃圾桶之间的距离可以通过大道的总长度除以垃圾桶的数量减一来计算。垃圾桶之间的距离为 800 / (41 - 1) = 800 / 40 = 20 米。问：红领巾公园内一条林荫大道全长800米，在它的一侧从头到尾等距离地放着21个垃圾桶，每两个垃圾桶之间相距多少米？,40
5,问：五年级同学到森林公园去春游，准备乘16人的面包车或乘24人的中巴客车，不论是专乘16人的面包车，还是专乘24人的中巴车，都正好坐满。五年级至少有多少同学去春游？答： 五年级同学去春游的人数是16人面包车和24人中巴车的最小公倍数。16和24的最小公倍数是48，所以五年级至少有48个同学去春游。问：五年级同学到森林公园去春游，准备乘12人的面包车或乘24人的中巴客车，不论是专乘12人的面包车，还是专乘24人的中巴车，都正好坐满。五年级至少有多少同学去春游？,24
5,问：把5克盐放入355克水中，盐的质量占盐水的几分之几？答：首先，我们需要计算盐水的总质量，它是盐的质量和水的质量的和，即5克+355克=360克。然后，我们计算盐的质量占盐水的比例，即5/360。问：把4克盐放入356克水中，盐的质量占盐水的几分之几？,4/360
5,问：一根长方体木料，体积是0.078立方分米，已知木料的长是2厘米，宽是3厘米，这根木料高是多少厘米？答：我们需要将体积的单位换算成立方厘米。我们知道1立方分米等于1000立方厘米，所以0.078立方分米等于78立方厘米。所以木料的高等于78除以2再除以3，等于13。问：一根长方体木料，体积是0.072立方分米，已知木料的长是2厘米，宽是3厘米，这根木料高是多少厘米？,12
5,问：有11个外形完全相同的羽毛球，其中10个是正品，一个是次品，且次品稍轻一些。如果用天平称，至少称几次就一定能把这个次品找出来？答：用天平称三次就一定能找出这个次品。问：有11个外形完全相同的羽毛球，其中10个是正品，一个是次品，且次品稍轻一些。如果用天平称，至少称几次就一定能把这个次品找出来？,3
5,问：把一根绳子对折，又对折，再对折，其中的3小段占这根绳子全长的几分之几？答：把一根绳子对折一次，绳子会变成两段；再对折一次，绳子会变成四段；再对折一次，绳子会变成八段。所以，三小段占这根绳子全长就是三分之八。问：把一根绳子对折，又对折，再对折，其中的5小段占这根绳子全长的几分之几？,5/8
5,问：一个底面是正方形的长方体纸盒，将它的侧面展开正好是一个边长是6厘米的正方形，做这个纸盒至少需要纸板多少平方米？答：需要5个变成为6厘米的正方形，一个正方形的面积是 6 * 6 = 36， 5个正方形的面积是36 * 5 = 180。问：一个底面是正方形的长方体纸盒，将它的侧面展开正好是一个边长是4厘米的正方形，做这个纸盒至少需要纸板多少平方米？,80
5,问：在学校组织的“有奖读书活动”中，笑笑获得了一等奖，奖品是一本科普书，共80页，她每天看10页，那么她每天看这本书的几分之几？答：笑笑每天看这本书的是80页的1/8，也就是整本书的八分之一。问：在学校组织的“有奖读书活动”中，笑笑获得了一等奖，奖品是一本科普书，共70页，她每天看10页，那么她每天看这本书的几分之几？,1/7
5,问：航模小组女生有4人，男生有5人，男生占小组人数的几分之几？答：总人数为男生数量加上女生数量，所以总共有4 + 5 = 9人，所以男生占总数的5/9。问：航模小组女生有3人，男生有4人，男生占小组人数的几分之几？,4/7
5,问：一个圆形水池周围每隔2米栽一棵杨树，共栽了40棵，水池的周长是多少米? 答：每棵杨树之间的距离是2米，共有40棵树，所以总的距离（也就是水池的周长）是2米 x 40 = 80米。问：一个圆形水池周围每隔2米栽一棵杨树，共栽了30棵，水池的周长是多少米?,60
5,问：一座楼房每上1层要走16级台阶，到小英家要走64级台阶，小英家住在几楼？答：小英家住在4楼。因为每上一层楼需要走16级台阶，所以64级台阶就是4层楼。问：一座楼房每上1层要走15级台阶，到小英家要走60级台阶，小英家住在几楼？,4
5,问：一个箱子里有20本书，其中19本质量相同，另有1本质量不足，轻一些。用天平至少称几次能保证找出这本书来？答：可以保证在三次称量之后找出这本书。问：一个箱子里有20本书，其中19本质量相同，另有1本质量不足，轻一些。用天平至少称几次能保证找出这本书来？,3
5,问：鸡兔同笼，鸡和兔的只数相同，两种动物的腿加起来共有42条，鸡和兔的数量是多少？答：那么根据题目的描述，可以得到以下两个方程：x = y，2x + 4y = 42， 所以我们得到x = 7，所以鸡兔的数量是7。问：鸡兔同笼，鸡和兔的只数相同，两种动物的腿加起来共有36条，鸡和兔的数量是多少？,6
5,问：爷爷的果园种着桃树和梨树，明明数了数，发觉一共有36棵，他还发现桃树的棵数是梨树的2倍．爷爷的果园里种着梨树多少棵？答：我们可以定义梨树的数量为x，那么桃树的数量就是2x。所以我们可以建立方程：x + 2x = 36，所以x = 梨树数量 = 12。问：爷爷的果园种着桃树和梨树，明明数了数，发觉一共有30棵，他还发现桃树的棵数是梨树的2倍．爷爷的果园里种着梨树多少棵？,10
5,问：小熊、小羊和小鹿共同修建了一个小水池。小羊每2天到池边喝一次水，小鹿每3天到池边喝一次水，小熊每4天到池边喝一次水。7月1日的这一天，它们三个又同时来到池边喝水，并约定月底的某一天早上8:00准时到池边喝水。你知道这一天是7月几日吗？答：24。问：小熊、小羊和小鹿共同修建了一个小水池。小羊每2天到池边喝一次水，小鹿每3天到池边喝一次水，小熊每4天到池边喝一次水。7月1日的这一天，它们三个又同时来到池边喝水，并约定月底的某一天早上8:00准时到池边喝水。你知道这一天是7月几日吗？,24
5,问：在一条公路上两侧每隔16米架设一根电线杆，共用电线杆52根，这条公路全长多少米？答：公路一侧用电线杆52/2 = 26个。所以公路的全场为26 * （16 - 1） = 400米。问：在一条公路上两侧每隔10米架设一根电线杆，共用电线杆50根，这条公路全长多少米？,250
5,问：工程队修一条公路，原计划每天修路1.65千米，20天可以完成。实际只用了15天，实际平均每天修路多少千米？答：原计划总共修路的距离是1.65 * 20 = 33千米。实际平均每天修路的距离是33千米 / 15天 = 2.2千米。问：工程队修一条公路，原计划每天修路1.5千米，20天可以完成。实际只用了15天，实际平均每天修路多少千米？,2
5,问：城东小学的同学们做早操，21个同学排成一排，每相邻的两个同学之间的距离相等，第一个人到最后一个人的距离是40米，相邻两个人间距多少米？答：总共有21 - 1 = 20个间隔，相邻两个人的间距就是40米除以20，等于2米。问：城东小学的同学们做早操，11个同学排成一排，每相邻的两个同学之间的距离相等，第一个人到最后一个人的距离是20米，相邻两个人间距多少米？,2
5,问：两座楼房之间相距56米，每隔4米栽雪松一棵，一行能栽多少棵? 答：56除以4等于13余4，所以一行能栽13棵。问：两座楼房之间相距53米，每隔4米栽雪松一棵，一行能栽多少棵?,13
5,问：某年级同学春游时租船游湖，若每只船乘10人，还多2个座位；若每只船多坐2人，可少租一条船，这时每人可节省5角钱。租一只船需要多少钱？答：24元。问：某年级同学春游时租船游湖，若每只船乘10人，还多2个座位；若每只船多坐2人，可少租一条船，这时每人可节省5角钱。租一只船需要多少钱？,24
5,问：有一根木料，打算把每根锯成3段，每锯开一处，需要5分钟，全部锯完需要多少分钟? 答：如果把一根木料锯成三段，那么你需要锯两次。每次花费5分钟，所以总共需要5 * 2 = 10分钟。问：有一根木料，打算把每根锯成3段，每锯开一处，需要6分钟，全部锯完需要多少分钟?,12
5,问：3年前晶晶和爸爸的年龄和是45，爸爸比晶晶大35岁，今年爸爸多大？答：43岁。问：3年前晶晶和爸爸的年龄和是45，爸爸比晶晶大35岁，今年爸爸多大？,43
5,问：20以内最大的质数与最小的质数的2倍的和是多少？答：20以内最大的质数是19，最小的质数是2，其2倍是4。所以，19和4的和是23。问：问：20以内最大的质数与最小的质数的3倍的和是多少？,25
5,问：一个表面积为36平方分米的正方体，沿一个面切成4个长方体后，表面积增加了多少平方分米？答：36。问：一个表面积为36平方分米的正方体，沿一个面切成4个长方体后，表面积增加了多少平方分米？,36
5,问：学校举行书画竞赛，四、五年级共有75人获奖，其中五年级获奖人数是四年级的1.5倍，五年级各有多少同学获奖？答：根据题意，设四年级获奖人数为x，五年级获奖人数为1.5x。那么我们有以下方程：x + 1.5x = 75，所以x = 30，五年级获奖人数 = 1.5 * 30 = 45。问：学校举行书画竞赛，四、五年级共有60人获奖，其中五年级获奖人数是四年级的2倍，五年级各有多少同学获奖？,40
5,问：五（3）班有男生25人，女生20人，女生人数是男生人数的几分之几？(用最简分数表示)。答：女生人数是男生人数的20/25，化简后即为4/5。所以，女生人数是男生人数的五分之四。问：五（3）班有男生20人，女生15人，女生人数是男生人数的几分之几？(用最简分数表示)。,3/7
5,问：一个长方体，底面是个正方形，它的高是7厘米，所有的棱长之和是100厘米，这个长方体的体积是多少立方分米？答：0.567。问：一个长方体，底面是个正方形，它的高是7厘米，所有的棱长之和是100厘米，这个长方体的体积是多少立方分米？,0.567
5,问：长方形的砖长48厘米，宽32厘米，用这样的砖铺成一块正方形的地面，至少需要砖多少块？答：首先找到48和32的最小公倍数为96，然后计算正方形的面积为96 * 96 = 9216。所以需要砖 9216 / 48 / 32 = 6块。问：长方形的砖长48厘米，宽32厘米，用这样的砖铺成一块正方形的地面，至少需要砖多少块？,6
5,问：战斗机的飞行速度是4000千米/时，比超音速飞机速度的3倍还多700千米，超音速飞机每小时飞行多少千米？答：根据题目，我们得到等式 3x + 700 = 4000。解这个等式得到速度x=1100。问：战斗机的飞行速度是3000千米/时，比超音速飞机速度的3倍还多900千米，超音速飞机每小时飞行多少千米？,700
5,问：跳远比赛使用的沙坑长7米，宽3米，坑内沙子的厚度为0.8米，沙坑里有沙子多少立方米？答：沙坑里的沙子体积是7米 x 3米 x 0.8米 = 16.8立方米。问：跳远比赛使用的沙坑长7米，宽3米，坑内沙子的厚度为1米，沙坑里有沙子多少立方米？,21
5,问：一条公路21天修完，平均每天完成这条公路的几分之几？答：如果一条公路需要21天修完，那么平均每天完成的是全长的1/21。问：一条公路18天修完，平均每天完成这条公路的几分之几？,1/18
5,问：食堂运来一些煤，第一天烧了5/8吨，第二天烧了1/4吨，两天一共烧了多少吨？答：所以两天一共烧了5/8 + 1/4 = 7/8吨。问：食堂运来一些煤，第一天烧了3/8吨，第二天烧了1/4吨，两天一共烧了多少吨？,5/8
5,问：光每秒能传播30万千米，这个距离大约比地球赤道长度的7倍还多2万千米。地球赤道大约长多少万千米？答：光每秒传播的距离是30万千米，减去2万千米，得到28万千米。然后，我们将这个结果除以7，得到地球赤道的长度大约为4万千米。问：光每秒能传播25万千米，这个距离大约比地球赤道长度的7倍还多3万千米。地球赤道大约长多少万千米？,3
5,问：一个长方体玻璃容器内存水5.5升，放入一个苹果后，水位上升至6升，这个苹果的体积是多少立方米？答：所以苹果的体积是6升减去5.5升，等于0.5升，所以苹果的体积等于0.5立方米。问：一个长方体玻璃容器内存水5.6升，放入一个苹果后，水位上升至6升，这个苹果的体积是多少立方米？,0.4
5,问：同学们去买作文书，如果每人出8元，就多出了8元；每人出7元，就多出了4元．那么有多少个同学去买书？答：假设有x个同学，每本书的价格是y元。第一个等式是：8x = y + 8，第二个等式是：7x = y + 4，所以我们得到x = 4。问：同学们去买作文书，如果每人出8元，就多出了8元；每人出7元，就多出了4元．那么有多少个同学去买书？,4
5,问：王师傅加工一批零件，每天加工20个，可以提前1天完成。工作4天后，由于改进了技术，每天可多加工5个，结果提前3天完成。问：这批零件有多少个？答：280。问：王师傅加工一批零件，每天加工20个，可以提前1天完成。工作4天后，由于改进了技术，每天可多加工5个，结果提前3天完成。问：这批零件有多少个？,280
5,问：张老师从网上下载了一些图片，一共占硬盘空间12MB，现在他准备用软盘把这些图片拷贝到学校的电脑里，每张软盘的空间是1.44MB，那么这些图片至少需要多少张这样的软盘？答：12 ÷ 1.44 = 8.33。由于不能使用部分软盘，所以张老师需要9张软盘来存储所有的图片。问：张老师从网上下载了一些图片，一共占硬盘空间12MB，现在他准备用软盘把这些图片拷贝到学校的电脑里，每张软盘的空间是1.33MB，那么这些图片至少需要多少张这样的软盘？,10
5,问：一个长方形的周长是4.8米，长是宽的3倍．这个长方形的宽是多少米？答：假设宽为x米，我们可一列出等式4.8 = 2 * (3x + x)，所以x=0.6。问：一个长方形的周长是3.2米，长是宽的3倍．这个长方形的宽是多少米？,0.4
5,问：用100千克油菜籽可以炸出41千克菜籽油。1千克油菜籽可以炸出多少千克菜籽油？答：可以炸出41/100千克菜籽油。问：用100千克油菜籽可以炸出39千克菜籽油。1千克油菜籽可以炸出多少千克菜籽油？,39/100
5,问：三个工程队合修一条公路，甲队修了全长的2/9，乙队修了全长的4/27，剩下的由丙队修。丙队修了全长的几分之几？答：，甲队和乙队总共修了6/27 + 4/27 = 10/27的全长，丙队修了1-10/27 = 17/27的全长。问：三个工程队合修一条公路，甲队修了全长的2/9，乙队修了全长的5/27，剩下的由丙队修。丙队修了全长的几分之几？,16/27
5,问：一根3米长的方木，截成3断后，表面积增加了3.6平方米，这根方木的体积是多少立方米？答：0.027。问：一根3米长的方木，截成3断后，表面积增加了3.6平方米，这根方木的体积是多少立方米？,0.027
5,问：在一条长50米的跑道两旁，从头到尾每隔5米插一面彩旗，一共插多少面彩旗?答：那么每一侧应该有50/5 + 1 =11个位置插上彩旗。但是，由于两侧都要插，所以总共应该插上11*2=22面彩旗。问：在一条长40米的跑道两旁，从头到尾每隔4米插一面彩旗，一共插多少面彩旗?,22
6,问：某小学在“献爱心--为汶川地震区捐款”活动中，六年级五个班共捐款8000元，其中一班捐款1500元，二班比一班多捐款200元，三班捐款1600元，四班与五班捐款数之比是3：5．四班捐款多少元？答：1到3班捐款和为1500 + (1500 + 200) + 1600= 4800元。四班和五班的捐款总和就是8000-4800 = 3200元。因为四班与五班的捐款比是3：5，所以四班捐了1200元。问：某小学在“献爱心--为汶川地震区捐款”活动中，六年级五个班共捐款7200元，其中一班捐款1500元，二班比一班多捐款200元，三班捐款1600元，四班与五班捐款数之比是3：5．四班捐款多少元？,900
6,问：小俊在东西大道上跑步，若规定向东为正。他先向东跑了800米，然后又跑了一段之后，他位于出发点西边100米处，小俊第二段跑了多少米？答：小俊第二段跑了800 + 100 = 900米。问：小俊在东西大道上跑步，若规定向东为正。他先向东跑了700米，然后又跑了一段之后，他位于出发点西边100米处，小俊第二段跑了多少米？,800
6,问：A车和B车同时从甲、乙两地相向开出，经过5小时相遇．然后，它们又各自按原速原方向继续行驶3小时，这时A车离乙地还有135千米，B车离甲地还有165千米．甲、乙两地相距多少千米？答：775。问：A车和B车同时从甲、乙两地相向开出，经过5小时相遇．然后，它们又各自按原速原方向继续行驶3小时，这时A车离乙地还有135千米，B车离甲地还有165千米．甲、乙两地相距多少千米？,775
6,问：东西两个仓库共存粮480吨，东库存粮数是西库存粮数的1.4倍，求东库存粮多少吨？答：设西库存粮数为x吨，根据题目我们得到等式x + 1.4x = 480，所以x=200，所以东库存量=1.4 * 200 = 280。问：东西两个仓库共存粮600吨，东库存粮数是西库存粮数的2倍，求东库存粮多少吨？,400
6,问：水果店运来苹果和梨共840千克，苹果的质量是梨的3倍，苹果重多少千克？答：我们可以设梨的质量为x千克，根据题目可以得到等式x + 3x = 840，所以x=210，所以苹果重3*210 = 630千克。问：水果店运来苹果和梨440千克，苹果的质量是梨的3倍，苹果重多少千克？,330
6,问：一个足球场长120m，宽90m，把它画在一张纸上，长画了16cm，宽应该画多少厘米？答：我们可以设置一个等式：120/90 = 16/x，其中x代表我们需要找的宽的长度。所以x=宽度=12。问：一个足球场长100m，宽90m，把它画在一张纸上，长画了10cm，宽应该画多少厘米？,9
6,问：在一个底面半径为10厘米的圆柱形容器内，倒入10厘米深的水，然后将一个底面直径4厘米，高6厘米的圆锥形铅锤放入水中，容器中水面上升多少厘米？答：0.08。问：在一个底面半径为10厘米的圆柱形容器内，倒入10厘米深的水，然后将一个底面直径4厘米，高6厘米的圆锥形铅锤放入水中，容器中水面上升多少厘米？,0.08
6,问：商店运来桔子、苹果、梨共360千克，桔子与苹果的重量比是5：6，梨的重量是苹果的1/6，桔子有多少千克？答：假设梨的重量是x，我们可以得到等式5x + 6x + x = 360千克，所以x=30，桔子的重量是5x = 5 * 30 = 150千克。问：商店运来桔子、苹果、梨共360千克，桔子与苹果的重量比是6：5，梨的重量是苹果的1/6，桔子有多少千克？,180
6,问：A、B两个数的和是616，A的个位上是0，若把0去掉，就与B相同，那么A是多少？答：560。问：A、B两个数的和是616，A的个位上是0，若把0去掉，就与B相同，那么A是多少？,560
6,问：在学校的数学竞赛活动中，一共有126人获奖．其中获得一、二、三等奖的人数比是1：2：3．获得一等奖的有多少人？答：获得一等奖、二等奖和三等奖的人数比是1：2：3，所以他们的人数之和是1+2+3=6。那么，一等奖获得者的人数就是总人数除以6的结果再乘以1，也就是126 ÷ 6 × 1 = 21人。所以，获得一等奖的人数是21人。问：在学校的数学竞赛活动中，一共有240人获奖．其中获得一、二、三等奖的人数比是1：2：3．获得一等奖的有多少人？,40
6,问：一份稿件，甲单独打字需6小时完成，乙单独打字需10小时完成，现在甲单独打若干小时后，因有事由乙接着打完，共用了7小时，那么甲打字用了多少小时？答：9/2。问：一份稿件，甲单独打字需6小时完成，乙单独打字需10小时完成，现在甲单独打若干小时后，因有事由乙接着打完，共用了7小时，那么甲打字用了多少小时？,9/2
6,问：在一个比例中，两个外项互为倒数，其中一个内项是5/13，另一个内项是多少?答：在比例中，两个外项的乘积等于两个内项的乘积。由于两个外项互为倒数，我们可以假设它们为a和1/a。已知一个内项是5/13，那么另一个内项就应该是13/5，所以，另一个内项是13/5。问：在一个比例中，两个外项互为倒数，其中一个内项是7/13，另一个内项是多少?,13/7
6,问：某汽车制造厂上半年生产小汽车36400辆，比原计划多生产3900辆，超产百分之几？答：原计划生产的小汽车数量是36400辆 - 3900辆 = 32500辆。超产的百分比是 (3900辆 / 32500辆) * 100% 约等于 12%。问：某汽车制造厂上半年生产小汽车36000辆，比原计划多生产4000辆，超产百分之几？,12.5%
6,问：蕉坝中心完小六年级三个班共植树120棵，已知六（1）、（2）、（3）班植树的棵树比为1：3：2，那（1）班植树多少棵？答：根据比例1：3：2，六（1）、（2）、（3）班植树的总数可以分为1+3+2=6份。已知总数是120棵，那么每份的树的数量是120 ÷ 6 = 20棵。所以一班植树20棵。问：蕉坝中心完小六年级三个班共植树180棵，已知六（1）、（2）、（3）班植树的棵树比为1：3：2，那（1）班植树多少棵？,30
6,问：有一只羊栓在草地的木桩上，绳子的长度是6米，这只羊最多可以吃到多少平方米的草？答：对于这只羊，半径就是绳子的长度，也就是6米。所以，这只羊最多可以吃到的草地面积是π*6²=113.1平方米。问：有一只羊栓在草地的木桩上，绳子的长度是5米，这只羊最多可以吃到多少平方米的草？,78.5
6,问：甲乙两人分别从A、B两地同时相向而行，甲每分钟行100米，乙每分钟行120米，12.5分钟后两人已相遇，彼此相距150米．A、B两地相距多少米？答：2600米。问：甲乙两人分别从A、B两地同时相向而行，甲每分钟行100米，乙每分钟行120米，12.5分钟后两人已相遇，彼此相距150米．A、B两地相距多少米？,2600
6,问：某皮鞋店调进女皮鞋225双，其中男装皮鞋的双数相当于女装皮鞋的40%，这个皮鞋店调进男装皮鞋多少双？答：男装皮鞋的数量就是225双的40%，这个值为225 * 0.40 = 90双。所以，这个皮鞋店调进男装皮鞋90双。问：某皮鞋店调进女皮鞋220双，其中男装皮鞋的双数相当于女装皮鞋的30%，这个皮鞋店调进男装皮鞋多少双？,66
6,问：爸爸买了5000元国债，定期两年，到期时可取回本金和利息共5873元，这种国债的年利率是多少？答：总收益等于5873元 - 5000元 = 873元。每年的利息是873元 ÷ 2 = 436.5元。年利率 = 436.5元 ÷ 5000元 = 0.0873。问：爸爸买了5000元国债，定期两年，到期时可取回本金和利息共5500元，这种国债的年利率是多少？,0.05
6,问：人体中的血液约占体重的1/13，血液里约2/3是水.小东的体重是39千克，他的血液里大约含水多少千克?答：39千克 * 1/13 * 2/3 等于2千克，所以他的血液里大约含水2千克。问：人体中的血液约占体重的1/20，血液里约2/3是水，小东的体重是60千克，他的血液里大约含水多少千克?,2
6,问：儿童公园有一个直径是15米的圆形金鱼池，在金鱼池周围要做4圈圆形栏杆，至少要用多少钢条？答：金鱼池的周长 = 3.14 * 15 = 47.1米。栏杆需要做4圈，所以总共需要的钢条长度就是4 * 47.1 = 188.4米。问：儿童公园有一个直径是15米的圆形金鱼池，在金鱼池周围要做5圈圆形栏杆，至少要用多少钢条？,235.5
6,问：某工厂有一堆煤，如果每天烧0.8吨，可以烧30天。如果每天节约0.2吨，可以多烧多少天？答：10。问：某工厂有一堆煤，如果每天烧0.8吨，可以烧30天。如果每天节约0.2吨，可以多烧多少天？,10
6,问：我校在“创建绿色循环经济示范单位”活动中，打算在生物园新挖一个直径是6米，深12分米的圆形水池。这个水池的占地面积是多少平方米？答：给出的直径是6米，所以半径是3米。所以水池的面积=3 * 3 * 3.15 = 28.26 平方米。问：我校在“创建绿色循环经济示范单位”活动中，打算在生物园新挖一个直径是4米，深12分米的圆形水池。这个水池的占地面积是多少平方米？,12.56
6,问：某会议室需要粉刷的面积是500平方米，每平方米需要涂料0.6千克，但实际粉刷时会有损耗，因此要多准备10%。实际应准备多少千克涂料？答：，500平方米的面积需要的涂料量是500 * 0.6 = 300千克。损耗是300 * 10% = 30，所以总涂料量是300 + 30 = 330。问：某会议室需要粉刷的面积是500平方米，每平方米需要涂料0.4千克，但实际粉刷时会有损耗，因此要多准备10%。实际应准备多少千克涂料？,220
6,问：有黑色、白色、黄色的小棒各8根，混放在一起，从这些小棒之中至少要取出才能保证有4根颜色相同的小棒子？答：10根。问：有黑色、白色、黄色的小棒各8根，混放在一起，从这些小棒之中至少要取出才能保证有4根颜色相同的小棒子？,10
6,问：贝贝、晶晶、欢欢、迎迎、妮妮五种福娃共10个，至少买多少个福娃才可以保证一定有两个一样的福娃？答：根据抽屉原理，最少需要购买福娃种类 + 1 =6个福娃。问：问：贝贝、晶晶、欢欢，三种福娃共10个，至少买多少个福娃才可以保证一定有两个一样的福娃？,4
6,问：“五一”期间，小熊商场所有商品“九五折”出售。空调原价2800元，“五一”期间，空调价格比原来便宜多少元？答：空调在"五一"期间的价格是2800元的95%，即2800*0.95=2660元。空调的价格比原来便宜了2800-2660=140元。问：“五一”期间，小熊商场所有商品“九折”出售。空调原价3000元，“五一”期间，空调价格比原来便宜多少元？,300
6,问：商店以68元一件的价格购进一批衣服，售价为每件96元。一月份共售出115件，除去各种开支874元。那么这家商店还可以赚多少元？答：售出的总价格为115件 * 96元/件 = 11040元。购买的总价格为115件 * 68元/件 = 7820元。利润 = 总售价 - 总购买价格 - 各种开支 = 11040元 - 7820元 - 874元 = 2346元。问：商店以60元一件的价格购进一批衣服，售价为每件90元。一月份共售出100件，除去各种开支800元。那么这家商店还可以赚多少元？,2200
6,问：甲乙丙三数之和是170，乙比甲的2倍少4，丙比甲的3倍多6，求乙是多少？答：设甲为x，然后可以建立等式x + 2x - 4 +3x + 6 = 170，所以x=28，所以乙=2 * 28 - 4 = 52。问：甲乙丙三数之和是182，乙比甲的2倍少4，丙比甲的3倍多6，求乙是多少？,56
6,问：育才小学有教师108人，其中女教师人数是男教师的3倍．男教师有多少人？答：假设男老师有x人。我们可以设立一个方程，x + 3x = 108，解这个方程得到x = 27。所以男老师有27人。问：育才小学有教师100人，其中女教师人数是男教师的4倍．男教师有多少人？,20
6,问：一种糖水，糖和水按照1：150配制的；现有糖100克，可以配制这样的糖水多少克？答：根据配比，1克糖需要150克水。所以，100克糖需要15000克（15公斤）的水。因此，你可以制作15100克（15.1公斤）的糖水。问：一种糖水，糖和水按照1：150配制的；现有糖100克，可以配制这样的糖水多少克？,15100
6,问：一种自行车前齿轮的齿数是48，后齿轮的齿数是24。如果车轮的直径是66厘米，蹬一圈大约能走多少米？答：414.48。问：一种自行车前齿轮的齿数是48，后齿轮的齿数是24。如果车轮的直径是66厘米，蹬一圈大约能走多少米？,414.48
6,问：某款书包打八折后售价是120元，如果打九折出售，买这款书包需要多少元？答：首先要找出原来的价格，我们可以用120元除以80%，即120 / 0.8 = 150元。如果打九折出售，那么价格就是150元的90%，即150 * 0.9 = 135元。答：某款书包打八折后售价是120元，如果打七折出售，买这款书包需要多少元？,105
6,问：小丽和小明进行踢毽子比赛，小明5/6分钟踢了20个，小丽2/3分钟踢了18个，小丽每分钟比小明多踢多少个？答：3。问：小丽和小明进行踢毽子比赛，小明5/6分钟踢了20个，小丽2/3分钟踢了18个，小丽每分钟比小明多踢多少个？,3
6,问：一种衣服现在打九折出售，每件卖45元，那么原价是多少元？答：每件衣服的原价应该是45元除以0.9，结果为50元。所以，每件衣服的原价是50元。问：一种衣服现在打九折出售，每件卖63元，那么原价是多少元？,70
6,问：某件皮衣原价是1800元，现降价270元出售，该商品是打了几折出售的？答：皮衣的降价后的售价为1800元 - 270元 = 1530元。所以，该商品的折扣是1530元 / 1800元 = 0.85，也就是说，该商品打了8.5折出售。问：某件皮衣原价是2000元，现降价200元出售，该商品是打了几折出售的？,9
6,问：甲乙两车汽车同时从A地开往B地，当甲车行了全程的1/3时，乙车正好行了60千米；当甲车到达B地时，乙车行了全程的3/5，AB两地相距多少千米？答：乙车的全程是60千米除以1/3，也就是180千米。甲车的全程是180千米除以3/5，也就是300千米。所以，AB两地相距300。问：甲乙两车汽车同时从A地开往B地，当甲车行了全程的1/3时，乙车正好行了50千米；当甲车到达B地时，乙车行了全程的3/5，AB两地相距多少千米？,250
6,问：一个卷烟厂上半年的销售额是3000万元，如果按照销售额45%缴纳消费税，上半年应缴纳消费税款多少万元？答：上半年应缴纳的消费税款是3000 * 45% = 1350万元。问：一个卷烟厂上半年的销售额是3000万元，如果按照销售额50%缴纳消费税，上半年应缴纳消费税款多少万元？,1500
6,问：一个酒瓶的高度是30厘米，底面直径是8厘米，瓶里酒的高度是20厘米，把酒瓶塞拧紧后瓶口向下。这时酒的高度是24厘米。问酒瓶容积是多少毫升？答：1306.24。问：一个酒瓶的高度是30厘米，底面直径是8厘米，瓶里酒的高度是20厘米，把酒瓶塞拧紧后瓶口向下。这时酒的高度是24厘米。问酒瓶容积是多少毫升？,1306.24
6,问：一件上衣300元，若上衣比裤子少2/3，一条裤子多少钱？答：一件上衣是裤子的2/3，所以一条裤子的价格是300/(1 - 2/3) = 900元。问：一件上衣300元，若上衣比裤子少1/3，一条裤子多少钱？,450
6,问：一种糖水，糖和水按照1：150配制的；要配制这样的糖水15100克，需要水多少克？答：作15100克糖水中，糖的重量应该是15100 / 151 = 100克。所以，需要的水的重量是15100克 - 100克 = 15000克。问：一种糖水，糖和水按照1：150配制的；要配制这样的糖水15100克，需要水多少克？问：一种糖水，糖和水按照1：150配制的；要配制这样的糖水15100克，需要水多少克？,15000
6,问：一种自行车前齿轮的齿数是26，后齿轮的齿数是24。车轮的半径是35厘米，蹬一圈大约能走多少米？答：这辆自行车的车轮周长是35厘米 * 2 * π = 220厘米 = 2.2米。问：一种自行车前齿轮的齿数是26，后齿轮的齿数是24。车轮的半径是30厘米，蹬一圈大约能走多少米？,1.884
6,问：六一班共50名同学，其中考试数学的优秀率为56%，六一班数学得优的有多少人？答：六一班数学得优的有50*56%就是28名同学。问：六一班共50名同学，其中考试数学的优秀率为50%，六一班数学得优的有多少人？,25
6,问：在某高速公路上A、B两车正好相距96千米，现两车正好同时从两个不同的服务区上同向而行，A车每小时行95千米，B车每小时行107千米．经过几小时B车可以追上A车？答：每小时，B车比A车多行驶12千米（107- 95）。所以，B车需要在96/ 12 = 8小时后才能追上A车。问：在某高速公路上A、B两车正好相距96千米，现两车正好同时从两个不同的服务区上同向而行，A车每小时行90千米，B车每小时行105千米．经过几小时B车可以追上A车？,9
6,问：一个圆锥形麦堆，底面直径2米，高0.6米，每立方米小麦约重500千克，这堆小麦重多少千克？答：314。问：一个圆锥形麦堆，底面直径2米，高0.6米，每立方米小麦约重500千克，这堆小麦重多少千克？,314
6,问：张老师到银行存款4500元，年利率是2.25％，扣除20％利息税，一年后取回本息多少元? 答：4581。问：张老师到银行存款4500元，年利率是2.25％，扣除20％利息税，一年后取回本息多少元? ,4581
